Location,Baths,Beds,Dining Room,Laundry Room,Store Rooms,Kitchens,Drawing Room,Gym,Powder Room,Steam Room,Prayer Rooms,Lounge or Sitting Room,price_usd,additional rooms,area_squared_meter,Total Rooms,total amenity rooms,total regular rooms,State
"Park View City, Lahore, Punjab",4.0,4.0,0,0,1,2,1,0,1,0,0,1,61272.30131555235,1,130.0,15.0,3,12.0,Punjab
"Bahria Town, Lahore, Punjab",3.0,3.0,0,0,1,2,1,0,0,0,0,1,77491.43989908091,1,130.0,12.0,2,10.0,Punjab
"Bahria Town, Lahore, Punjab",6.0,7.0,0,0,1,2,1,0,1,0,0,1,306361.5065777618,1,506.0,20.0,3,17.0,Punjab
"Sui Gas Housing Society, Lahore, Punjab",6.0,7.0,1,1,0,2,1,0,1,1,0,1,246891.33177149037,1,506.0,22.0,4,18.0,Punjab
"Park View City, Lahore, Punjab",6.0,5.0,1,0,0,2,1,0,1,0,0,0,82897.81942692377,1,260.0,17.0,2,15.0,Punjab
"Allama Iqbal Town, Lahore, Punjab",4.0,5.0,1,0,1,2,1,0,0,0,0,0,95512.70499189044,1,130.0,15.0,1,14.0,Punjab
"DHA Defence, Lahore, Punjab",5.0,5.0,1,0,1,3,1,1,1,1,1,1,277527.48242926656,1,506.0,24.0,6,18.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,6.0,1,1,1,2,1,0,1,1,1,1,243287.07875292847,1,506.0,23.0,5,18.0,Punjab
"Bahria Nasheman, Lahore, Punjab",4.0,3.0,1,0,0,2,1,0,0,0,0,1,47576.139845017125,1,130.0,13.0,2,11.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,0,0,1,0,0,0,1,0,0,1,198233.91602090467,1,506.0,15.0,2,13.0,Punjab
"Bahria Town, Lahore, Punjab",5.0,5.0,1,1,1,2,1,0,1,1,1,1,360425.3018561903,1,506.0,21.0,5,16.0,Punjab
"GT Road, Lahore, Punjab",5.0,6.0,0,0,0,0,0,0,0,0,0,0,81095.69291764282,1,117.0,12.0,0,12.0,Punjab
"Mohafiz Town, Lahore, Punjab",4.0,4.0,1,0,1,2,1,0,0,0,0,0,205442.4220580285,1,506.0,14.0,1,13.0,Punjab
"New Lahore City, Lahore, Punjab",2.0,2.0,1,0,1,2,1,1,1,0,1,1,30636.150657776176,1,78.0,14.0,5,9.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,0,1,0,1,1,255901.96431789512,1,506.0,21.0,4,17.0,Punjab
"Cantt, Lahore, Punjab",5.0,4.0,1,1,1,2,1,0,1,1,1,1,90106.32546404758,1,260.0,20.0,5,15.0,Punjab
"DHA Defence, Lahore, Punjab",5.0,4.0,1,1,1,2,1,1,1,1,1,1,144170.12074247614,1,260.0,21.0,6,15.0,Punjab
"Bahria Town, Lahore, Punjab",6.0,6.0,1,1,1,2,1,0,1,0,0,1,324382.7716705713,1,506.0,21.0,3,18.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,0,0,0,0,0,0,0,0,0,0,266714.72337358084,1,506.0,12.0,0,12.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,0,1,2,1,0,1,0,0,1,302757.25355919986,1,506.0,19.0,3,16.0,Punjab
"DHA Defence, Lahore, Punjab",4.0,3.0,1,1,1,2,1,1,1,1,1,1,140565.8677239142,1,260.0,19.0,6,13.0,Punjab
"DHA Defence, Lahore, Punjab",4.0,3.0,0,0,0,0,0,0,0,0,0,0,140565.8677239142,1,260.0,8.0,0,8.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,0,1,1,1,1,423499.72968102363,1,506.0,22.0,5,17.0,Punjab
"Bahria Town, Lahore, Punjab",5.0,5.0,0,0,1,2,1,0,1,0,0,1,151378.62677959993,1,260.0,17.0,3,14.0,Punjab
"Bahria Town, Lahore, Punjab",5.0,5.0,0,0,1,2,1,0,1,0,0,1,111731.843575419,1,208.0,17.0,3,14.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,2,3,1,1,1,1,1,1,257343.6655253199,1,607.1999999999999,25.0,6,19.0,Punjab
"Raiwind Road, Lahore, Punjab",3.0,3.0,1,1,1,2,1,1,1,1,1,1,39646.78320418094,1,78.0,18.0,6,12.0,Punjab
"Punjab University Employees Society, Lahore, Punjab",6.0,5.0,1,1,0,0,1,0,1,1,1,1,153180.7532888809,1,260.0,19.0,5,14.0,Punjab
"Formanites Housing Scheme, Lahore, Punjab",6.0,5.0,1,0,1,2,1,0,1,0,0,1,111731.843575419,1,260.0,19.0,3,16.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,1,1,1,232474.31969724275,1,506.0,23.0,6,17.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,0,1,1,2,1,1,1,1,1,1,264912.5968642999,1,506.0,22.0,6,16.0,Punjab
"DHA 11 Rahbar, Lahore, Punjab",4.0,3.0,1,1,1,2,1,0,1,1,0,1,86502.07244548568,1,130.0,17.0,4,13.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,2,2,1,1,1,1,1,1,279329.6089385475,1,506.0,24.0,6,18.0,Punjab
"DHA Defence, Lahore, Punjab",4.0,3.0,1,0,0,2,1,0,1,0,0,1,100919.0845197333,1,130.0,14.0,3,11.0,Punjab
"Wapda Town, Lahore, Punjab",3.0,3.0,0,1,1,0,1,0,0,0,0,1,73887.18688051902,1,130.0,11.0,2,9.0,Punjab
"State Life Housing Society, Lahore, Punjab",6.0,5.0,1,1,1,2,1,0,1,0,1,1,214453.05460443324,1,506.0,21.0,4,17.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,0,1,0,1,1,306361.5065777618,1,506.0,21.0,4,17.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,0,0,0,0,0,0,0,0,0,0,396467.83204180934,1,506.0,12.0,0,12.0,Punjab
"New Lahore City, Lahore, Punjab",4.0,3.0,1,1,0,1,1,1,1,1,1,1,54063.795278428544,1,104.0,17.0,6,11.0,Punjab
"DHA Defence, Lahore, Punjab",4.0,3.0,1,1,1,2,1,1,1,1,1,1,136961.61470535232,1,260.0,19.0,6,13.0,Punjab
"Al Faisal Town, Lahore, Punjab",2.0,2.0,0,0,0,1,0,0,0,0,0,0,14417.012074247612,1,39.0,6.0,0,6.0,Punjab
"Bahria Town, Lahore, Punjab",6.0,5.0,1,1,0,2,1,1,1,1,1,1,147774.37376103803,1,260.0,22.0,6,16.0,Punjab
"DHA Defence, Lahore, Punjab",4.0,3.0,1,1,1,2,1,1,1,1,1,1,133357.36168679042,1,260.0,19.0,6,13.0,Punjab
"Bahria Town, Lahore, Punjab",4.0,3.0,1,1,0,1,1,1,1,1,1,1,43251.03622274284,1,130.0,17.0,6,11.0,Punjab
"Raiwind Road, Lahore, Punjab",4.0,4.0,0,0,0,2,1,0,1,0,0,0,86502.07244548568,1,130.0,13.0,2,11.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,3,1,1,1,1,1,1,283294.2872589656,1,506.0,24.0,6,18.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,0,0,0,0,0,0,0,0,0,0,288340.2414849523,1,506.0,12.0,0,12.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,1,1,1,1,1,1,1,666786.808433952,1,1012.0,22.0,6,16.0,Punjab
"Garden Town, Lahore, Punjab",6.0,5.0,0,0,0,0,0,0,0,0,0,0,324382.7716705713,1,506.0,12.0,0,12.0,Punjab
"Ferozepur Road, Lahore, Punjab",4.0,3.0,1,0,1,2,1,0,1,0,0,1,66678.68084339521,1,130.0,15.0,3,12.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,2,2,1,0,1,1,1,1,315372.1391241665,1,556.6,23.0,5,18.0,Punjab
"Wapda Town, Lahore, Punjab",6.0,6.0,0,1,0,0,0,0,1,1,1,1,176608.39790953326,1,260.0,18.0,4,14.0,Punjab
"Ichhra, Lahore, Punjab",3.0,3.0,0,0,0,0,0,0,0,0,0,0,72085.06037123807,0,234.0,6.0,0,6.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,0,1,2,1,0,1,0,0,1,353216.7958190665,1,506.0,19.0,3,16.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,0,1,2,1,0,0,0,0,0,223463.687150838,1,506.0,17.0,1,16.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,0,1,0,1,1,322580.64516129036,1,506.0,21.0,4,17.0,Punjab
"Defence Road, Lahore, Punjab",6.0,5.0,0,0,1,2,1,0,1,0,0,0,189223.2834744999,1,506.0,17.0,2,15.0,Punjab
"DHA 11 Rahbar, Lahore, Punjab",4.0,3.0,1,0,1,2,0,0,1,0,1,0,68480.80735267616,1,130.0,14.0,2,12.0,Punjab
"DHA 11 Rahbar, Lahore, Punjab",4.0,3.0,0,0,1,1,1,0,0,0,0,0,72085.06037123807,1,130.0,11.0,1,10.0,Punjab
"DHA Defence, Lahore, Punjab",5.0,4.0,1,1,1,2,1,0,1,1,1,1,138763.74121463328,1,260.0,20.0,5,15.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,0,1,1,299153.000540638,1,506.0,22.0,5,17.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,1,1,1,396467.83204180934,1,1012.0,23.0,6,17.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,1,1,1,306361.5065777618,1,506.0,23.0,6,17.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,1,1,1,248693.45828077133,1,506.0,17.0,6,14.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,1,1,1,320778.51865200937,1,506.0,23.0,6,17.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,1,1,1,241484.9522436475,1,506.0,23.0,6,17.0,Punjab
"DHA Defence, Lahore, Punjab",9.0,8.0,1,1,1,2,1,1,1,1,1,1,504595.42259866645,1,1012.0,29.0,6,23.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,1,1,0,1,1,1,1,279329.6089385475,1,506.0,21.0,5,16.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,2,2,1,0,1,1,1,1,387457.1994954046,1,506.0,23.0,5,18.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,2,2,1,1,1,1,1,1,423499.72968102363,1,506.0,24.0,6,18.0,Punjab
"DHA Defence, Lahore, Punjab",5.0,3.0,1,1,2,2,1,0,1,1,1,1,66678.68084339521,1,130.0,20.0,5,15.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,1,1,1,261308.34384573798,1,506.0,23.0,6,17.0,Punjab
"DHA 11 Rahbar, Lahore, Punjab",4.0,3.0,1,0,1,2,1,0,1,0,0,1,78212.2905027933,1,130.0,15.0,3,12.0,Punjab
"Central Park Housing Scheme, Lahore, Punjab",5.0,5.0,0,0,0,0,0,0,0,0,0,0,90106.32546404758,0,260.0,10.0,0,10.0,Punjab
"Harbanspura, Lahore, Punjab",7.0,6.0,1,1,1,2,1,0,1,0,0,1,216255.18111371418,1,506.0,22.0,3,19.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,0,1,2,1,0,1,0,1,1,311767.88610560464,1,506.0,20.0,4,16.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,0,2,2,1,0,1,0,1,1,282933.8619571094,1,506.0,21.0,4,17.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,1,1,0,1,1,1,1,270318.97639214277,1,506.0,21.0,5,16.0,Punjab
"Baghbanpura, Lahore, Punjab",2.0,5.0,1,0,1,2,1,0,0,0,0,1,28834.024148495224,1,78.0,14.0,2,12.0,Punjab
"DHA Defence, Lahore, Punjab",5.0,4.0,1,1,1,2,1,0,1,1,1,1,156785.0063074428,1,260.0,20.0,5,15.0,Punjab
"Wapda Town, Lahore, Punjab",6.0,5.0,1,1,2,2,1,0,0,0,0,1,216255.18111371418,1,506.0,20.0,2,18.0,Punjab
"Wapda Town, Lahore, Punjab",5.0,5.0,0,1,0,2,0,0,0,0,0,1,169399.89187240944,1,506.0,15.0,1,14.0,Punjab
"Wapda Town, Lahore, Punjab",6.0,5.0,0,1,1,0,1,0,1,0,0,1,171202.0183816904,1,260.0,17.0,3,14.0,Punjab
"DHA Defence, Lahore, Punjab",5.0,4.0,1,1,2,2,1,1,1,1,1,1,189223.2834744999,1,260.0,22.0,6,16.0,Punjab
"Mian Amiruddin Park, Lahore, Punjab",3.0,3.0,0,0,0,2,0,0,0,0,0,1,36042.530185619034,1,78.0,10.0,1,9.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,0,1,1,1,1,342404.0367633808,1,506.0,22.0,5,17.0,Punjab
"Bahria Town, Lahore, Punjab",3.0,3.0,0,0,1,2,1,0,1,0,0,1,90106.32546404758,1,130.0,13.0,3,10.0,Punjab
"Central Park Housing Scheme, Lahore, Punjab",4.0,4.0,0,0,1,2,1,0,1,0,0,0,63074.42782483331,1,130.0,14.0,2,12.0,Punjab
"Cavalry Ground, Lahore, Punjab",5.0,5.0,1,1,1,1,1,0,0,0,0,1,131555.23517750946,1,208.0,17.0,2,15.0,Punjab
"Kahna, Lahore, Punjab",3.0,2.0,0,0,0,0,0,0,0,0,0,0,23427.644620652372,0,130.0,5.0,0,5.0,Punjab
"Bahria Town, Lahore, Punjab",4.0,3.0,1,1,0,0,1,1,1,1,1,1,69922.50856010092,1,130.0,16.0,6,10.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,0,1,1,1,0,1,0,1,0,243287.07875292847,1,506.0,18.0,3,15.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,0,1,1,1,0,1,0,1,0,251937.28599747704,1,506.0,18.0,3,15.0,Punjab
"Wapda Town, Lahore, Punjab",3.0,3.0,0,1,0,2,1,0,1,0,0,1,84699.94593620472,1,130.0,13.0,3,10.0,Punjab
"Bahria Orchard, Lahore, Punjab",6.0,6.0,0,0,1,1,0,0,0,0,0,0,93710.57848260949,1,208.0,15.0,0,15.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,0,2,2,1,0,0,0,0,0,504595.42259866645,1,506.0,18.0,1,17.0,Punjab
"Bahria Town, Lahore, Punjab",4.0,3.0,1,0,0,2,1,0,0,0,0,1,64876.554334114255,1,130.0,13.0,2,11.0,Punjab
"DHA 11 Rahbar, Lahore, Punjab",3.0,3.0,1,0,1,1,1,0,0,0,0,1,68480.80735267616,1,130.0,12.0,2,10.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,2,3,1,1,1,1,1,1,270318.97639214277,1,506.0,25.0,6,19.0,Punjab
"Park View City, Lahore, Punjab",4.0,4.0,1,0,0,2,1,0,0,0,0,0,70282.9338619571,1,130.0,13.0,1,12.0,Punjab
"Al Rehman Garden, Lahore, Punjab",3.0,3.0,0,0,0,0,0,0,0,0,0,0,30636.150657776176,0,78.0,6.0,0,6.0,Punjab
"Al Rehman Garden, Lahore, Punjab",4.0,4.0,0,0,0,0,0,0,0,0,0,0,57668.04829699045,0,130.0,8.0,0,8.0,Punjab
"Al Rehman Garden, Lahore, Punjab",4.0,4.0,0,0,0,0,0,0,0,0,0,0,66678.68084339521,0,156.0,8.0,0,8.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,2,2,1,0,1,1,1,1,252297.71129933323,1,506.0,23.0,5,18.0,Punjab
"Ferozepur Road, Lahore, Punjab",3.0,3.0,0,0,1,1,1,0,1,0,0,1,32438.277167057127,1,78.0,12.0,3,9.0,Punjab
"Multan Road, Lahore, Punjab",4.0,4.0,0,0,1,2,1,0,1,0,0,1,45413.58803387998,1,130.0,15.0,3,12.0,Punjab
"DHA Defence, Lahore, Punjab",4.0,3.0,1,0,0,0,1,0,0,0,0,0,81095.69291764282,1,130.0,10.0,1,9.0,Punjab
"Bahria Town, Lahore, Punjab",5.0,3.0,0,0,1,1,0,0,0,0,0,0,81095.69291764282,1,130.0,11.0,0,11.0,Punjab
"Bahria Town, Lahore, Punjab",6.0,5.0,1,0,0,2,1,0,1,0,0,0,111731.843575419,1,260.0,17.0,2,15.0,Punjab
"Formanites Housing Scheme, Lahore, Punjab",6.0,5.0,1,0,0,3,1,0,1,0,0,1,41448.909713461886,1,78.0,19.0,3,16.0,Punjab
"DHA Defence, Lahore, Punjab",4.0,4.0,0,0,0,0,0,0,0,0,0,0,90106.32546404758,0,260.0,8.0,0,8.0,Punjab
"Bahria Town, Lahore, Punjab",6.0,5.0,1,0,0,2,1,0,1,0,0,1,209046.67507659039,1,338.0,18.0,3,15.0,Punjab
"GT Road, Lahore, Punjab",4.0,3.0,1,0,0,2,1,0,0,0,0,0,52261.668769147596,1,104.0,12.0,1,11.0,Punjab
"Johar Town, Lahore, Punjab",6.0,6.0,1,1,2,2,1,0,0,0,0,1,225265.81366011896,1,312.0,21.0,2,19.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,0,1,2,1,0,0,0,0,0,252297.71129933323,1,506.0,17.0,1,16.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,0,1,2,1,0,0,0,0,0,594701.748062714,1,1012.0,22.0,1,21.0,Punjab
"Paragon City, Lahore, Punjab",6.0,5.0,0,0,0,0,0,0,0,0,0,0,171202.0183816904,0,325.0,11.0,0,11.0,Punjab
"Formanites Housing Scheme, Lahore, Punjab",5.0,4.0,1,0,1,2,1,0,1,0,1,0,113533.97008469995,1,260.0,17.0,3,14.0,Punjab
"DHA Defence, Lahore, Punjab",5.0,4.0,1,0,1,2,1,0,1,0,1,0,147774.37376103803,1,260.0,17.0,3,14.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,3,1,0,1,1,1,1,270318.97639214277,1,506.0,23.0,5,18.0,Punjab
"State Life Housing Society, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,1,1,1,189223.2834744999,1,260.0,23.0,6,17.0,Punjab
"State Life Housing Society, Lahore, Punjab",6.0,5.0,1,0,1,2,1,1,1,1,1,1,225265.81366011896,1,506.0,22.0,6,16.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,2,2,1,0,1,1,1,1,227067.9401693999,1,506.0,23.0,5,18.0,Punjab
"Johar Town, Lahore, Punjab",6.0,5.0,0,0,2,2,0,0,0,0,0,0,143809.69544061995,1,273.0,16.0,0,16.0,Punjab
"Al Faisal Town, Lahore, Punjab",4.0,3.0,1,0,0,2,0,0,0,0,0,1,30636.150657776176,1,78.0,12.0,1,11.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,2,2,1,0,1,1,1,1,243287.07875292847,1,506.0,23.0,5,18.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,0,1,2,1,0,0,0,0,0,236078.57271580465,1,506.0,17.0,1,16.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,0,1,2,1,0,1,0,1,0,259506.21733645702,1,506.0,19.0,3,16.0,Punjab
"Raiwind Road, Lahore, Punjab",6.0,5.0,0,0,0,0,0,0,0,0,0,0,104162.912236439,0,130.0,11.0,0,11.0,Punjab
"DHA Defence, Lahore, Punjab",5.0,4.0,0,0,0,0,0,0,0,0,0,0,90106.32546404758,0,130.0,9.0,0,9.0,Punjab
"Paragon City, Lahore, Punjab",4.0,3.0,1,1,0,0,1,1,1,1,1,1,66678.68084339521,1,130.0,16.0,6,10.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,6.0,1,1,0,0,1,0,1,1,1,1,297350.874031357,1,506.0,20.0,5,15.0,Punjab
"GT Road, Lahore, Punjab",7.0,5.0,1,0,0,0,1,0,0,0,0,0,99116.95801045233,1,260.0,15.0,1,14.0,Punjab
"Raiwind Road, Lahore, Punjab",6.0,6.0,0,0,2,3,0,0,0,0,0,0,165795.63885384754,1,260.0,18.0,0,18.0,Punjab
"Bahria Town, Lahore, Punjab",6.0,5.0,1,0,0,2,1,0,1,0,0,0,183816.90394665705,1,275.59999999999997,17.0,2,15.0,Punjab
"Bahria Town, Lahore, Punjab",6.0,5.0,1,0,0,2,1,0,0,0,0,0,189223.2834744999,1,260.0,16.0,1,15.0,Punjab
"Jubilee Town, Lahore, Punjab",3.0,3.0,1,0,0,0,1,0,0,0,0,0,50459.54225986665,1,78.0,9.0,1,8.0,Punjab
"DHA Defence, Lahore, Punjab",5.0,4.0,0,0,1,2,0,0,0,0,0,0,210848.80158587135,1,260.0,13.0,0,13.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,0,0,1,2,1,0,0,0,0,0,306361.5065777618,1,506.0,16.0,1,15.0,Punjab
"Bahria Orchard, Lahore, Punjab",5.0,3.0,1,1,2,2,1,1,1,1,1,1,56947.19769327807,1,130.0,21.0,6,15.0,Punjab
"Cavalry Extension, Lahore, Punjab",3.0,3.0,1,1,0,0,1,1,1,1,1,1,61272.30131555235,1,130.0,15.0,6,9.0,Punjab
"Al Rehman Garden, Lahore, Punjab",6.0,5.0,1,0,0,2,1,0,1,0,0,0,55865.9217877095,1,130.0,17.0,2,15.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,2,2,1,0,1,1,1,1,239682.82573436658,1,506.0,23.0,5,18.0,Punjab
"State Life Housing Society, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,1,1,1,216255.18111371418,1,506.0,23.0,6,17.0,Punjab
"Johar Town, Lahore, Punjab",6.0,7.0,0,0,1,3,0,0,0,0,0,0,153180.7532888809,1,182.0,20.0,0,20.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,2,2,1,0,1,1,1,1,241484.9522436475,1,506.0,23.0,5,18.0,Punjab
"State Life Housing Society, Lahore, Punjab",5.0,4.0,1,1,1,2,1,1,1,1,1,1,126148.85564966661,1,260.0,21.0,6,15.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,2,2,1,0,1,1,1,1,248693.45828077133,1,506.0,23.0,5,18.0,Punjab
"Bahria Town, Lahore, Punjab",4.0,3.0,1,1,0,1,1,0,1,1,0,1,90106.32546404758,1,130.0,15.0,4,11.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,2,2,1,1,1,1,1,1,229230.49198053704,1,506.0,24.0,6,18.0,Punjab
"New Lahore City, Lahore, Punjab",4.0,4.0,0,0,1,2,1,0,1,0,0,1,54063.795278428544,1,130.0,15.0,3,12.0,Punjab
"Thokar Niaz Baig, Lahore, Punjab",3.0,3.0,0,0,1,1,1,0,1,0,0,1,29194.449450351414,1,78.0,12.0,3,9.0,Punjab
"Park View City, Lahore, Punjab",4.0,4.0,0,0,1,2,1,0,1,0,0,1,59470.1748062714,1,130.0,15.0,3,12.0,Punjab
"Harbanspura Road, Lahore, Punjab",2.0,1.0,0,0,1,1,1,0,0,0,0,0,16219.138583528564,1,78.0,7.0,1,6.0,Punjab
"GT Road, Lahore, Punjab",4.0,3.0,1,0,1,2,1,0,1,0,0,0,39646.78320418094,1,104.0,14.0,2,12.0,Punjab
"DHA Defence, Lahore, Punjab",5.0,5.0,1,1,1,3,1,1,1,1,1,1,257704.09082717609,1,506.0,25.0,6,19.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,6.0,1,1,1,2,1,1,1,1,1,1,414489.09713461885,1,607.1999999999999,24.0,6,18.0,Punjab
"DHA Defence, Lahore, Punjab",5.0,5.0,1,1,1,3,1,1,1,1,1,1,277527.48242926656,1,506.0,25.0,6,19.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,0,0,0,0,0,0,0,0,0,0,306361.5065777618,1,506.0,12.0,0,12.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,0,1,2,0,0,0,0,0,0,279329.6089385475,1,506.0,16.0,0,16.0,Punjab
"Hamza Town, Lahore, Punjab",3.0,3.0,1,0,0,2,0,0,0,0,0,0,22346.3687150838,1,78.0,10.0,0,10.0,Punjab
"Hamza Town, Lahore, Punjab",3.0,2.0,1,0,0,1,1,0,1,0,0,0,28113.173544782843,1,130.0,10.0,2,8.0,Punjab
"Hamza Town, Lahore, Punjab",3.0,2.0,1,0,0,1,1,0,1,0,0,0,29915.300054063795,1,130.0,10.0,2,8.0,Punjab
"Hamza Town, Lahore, Punjab",2.0,1.0,1,0,0,1,0,0,0,0,0,0,14957.650027031897,1,78.0,6.0,0,6.0,Punjab
"Hamza Town, Lahore, Punjab",1.0,1.0,1,0,0,1,0,0,0,0,0,0,15137.862677959993,1,78.0,5.0,0,5.0,Punjab
"State Life Housing Society, Lahore, Punjab",5.0,4.0,1,1,1,2,1,1,1,1,1,1,129753.10866822851,1,260.0,21.0,6,15.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,0,1,1,1,1,486574.15750585694,1,506.0,22.0,5,17.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,4.0,0,0,1,2,0,0,0,0,0,0,131555.23517750946,1,260.0,14.0,0,14.0,Punjab
"Bahria Town, Lahore, Punjab",5.0,5.0,0,0,0,0,0,0,0,0,0,0,115336.0965939809,1,208.0,11.0,0,11.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,4.0,0,0,0,1,0,0,0,0,0,0,152459.90268516852,1,260.0,12.0,0,12.0,Punjab
"Bahria Town, Lahore, Punjab",5.0,5.0,0,0,0,0,0,0,0,0,0,0,118940.3496125428,1,260.0,11.0,0,11.0,Punjab
"Bahria Town, Lahore, Punjab",5.0,5.0,1,1,0,2,1,0,1,0,0,0,378446.5669489998,1,506.0,17.0,2,15.0,Punjab
"Bahria Town, Lahore, Punjab",5.0,5.0,0,0,0,0,0,0,0,0,0,0,173004.14489097137,1,286.0,11.0,0,11.0,Punjab
"Multan Road, Lahore, Punjab",3.0,3.0,0,0,1,1,1,0,1,0,0,1,32438.277167057127,1,78.0,12.0,3,9.0,Punjab
"Bahria Town, Lahore, Punjab",5.0,3.0,1,1,1,1,1,0,1,1,1,1,61272.30131555235,1,130.0,18.0,5,13.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,1,1,1,535231.5732564427,1,506.0,23.0,6,17.0,Punjab
"Formanites Housing Scheme, Lahore, Punjab",6.0,5.0,1,0,1,2,1,0,1,0,0,1,133357.36168679042,1,260.0,19.0,3,16.0,Punjab
"Paragon City, Lahore, Punjab",4.0,3.0,1,0,0,2,1,0,1,0,0,0,64876.554334114255,1,104.0,13.0,2,11.0,Punjab
"TIP Housing Society, Lahore, Punjab",5.0,4.0,1,0,0,0,1,0,0,0,0,0,126148.85564966661,1,260.0,12.0,1,11.0,Punjab
"Raiwind Road, Lahore, Punjab",6.0,5.0,1,1,1,2,1,1,1,1,1,1,162191.38583528565,1,506.0,23.0,6,17.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,0,1,2,1,0,0,0,0,0,396467.83204180934,1,556.6,17.0,1,16.0,Punjab
"DHA Defence, Lahore, Punjab",5.0,4.0,1,0,1,2,1,0,0,0,0,0,198233.91602090467,1,260.0,15.0,1,14.0,Punjab
"DHA Defence, Lahore, Punjab",6.0,5.0,1,0,1,1,1,0,0,0,0,0,427103.98269958555,1,506.0,16.0,1,15.0,Punjab
